Gator Windows/Focal Loci,AAOO_007749|_|GCA_000938975.1_Siranensis.gbk,AAOO_007750|_|GCA_000938975.1_Siranensis.gbk,AAOO_007751|_|GCA_000938975.1_Siranensis.gbk,AAOO_007752|_|GCA_000938975.1_Siranensis.gbk,AAOO_007753|_|GCA_000938975.1_Siranensis.gbk,AAOO_007754|_|GCA_000938975.1_Siranensis.gbk,AAOO_007755|_|GCA_000938975.1_Siranensis.gbk,AAOO_007756|_|GCA_000938975.1_Siranensis.gbk,AAOO_007757|_|GCA_000938975.1_Siranensis.gbk,AAOO_007758|_|GCA_000938975.1_Siranensis.gbk,AAOO_007759|_|GCA_000938975.1_Siranensis.gbk,AAOO_007760|_|GCA_000938975.1_Siranensis.gbk,AAOO_007761|_|GCA_000938975.1_Siranensis.gbk,AAOO_007762|_|GCA_000938975.1_Siranensis.gbk,AAOO_007763|_|GCA_000938975.1_Siranensis.gbk,AAOO_007764|_|GCA_000938975.1_Siranensis.gbk,AAOO_007765|_|GCA_000938975.1_Siranensis.gbk,AAOO_007766|_|GCA_000938975.1_Siranensis.gbk,AAOO_007767|_|GCA_000938975.1_Siranensis.gbk,AAOO_007768|_|GCA_000938975.1_Siranensis.gbk,AAOO_007769|_|GCA_000938975.1_Siranensis.gbk,AAOO_007770|_|GCA_000938975.1_Siranensis.gbk,AAOO_007771|_|GCA_000938975.1_Siranensis.gbk,AAOO_007772|_|GCA_000938975.1_Siranensis.gbk,AAOO_007773|_|GCA_000938975.1_Siranensis.gbk,AAOO_007774|_|GCA_000938975.1_Siranensis.gbk,AAOO_007775|_|GCA_000938975.1_Siranensis.gbk,AAOO_007776|_|GCA_000938975.1_Siranensis.gbk,AAOO_007777|_|GCA_000938975.1_Siranensis.gbk,AAOO_007778|_|GCA_000938975.1_Siranensis.gbk,AAOO_007779|_|GCA_000938975.1_Siranensis.gbk,AAOO_007780|_|GCA_000938975.1_Siranensis.gbk,AAOO_007781|_|GCA_000938975.1_Siranensis.gbk,AAOO_007782|_|GCA_000938975.1_Siranensis.gbk,AAOO_007783|_|GCA_000938975.1_Siranensis.gbk,AAOO_007784|_|GCA_000938975.1_Siranensis.gbk,AAOO_007785|_|GCA_000938975.1_Siranensis.gbk,AAOO_007786|_|GCA_000938975.1_Siranensis.gbk,AAOO_007787|_|GCA_000938975.1_Siranensis.gbk,AAOO_007788|_|GCA_000938975.1_Siranensis.gbk,AAOO_007789|_|GCA_000938975.1_Siranensis.gbk,AAOO_007790|_|GCA_000938975.1_Siranensis.gbk,AAOO_007791|_|GCA_000938975.1_Siranensis.gbk,AAOO_007792|_|GCA_000938975.1_Siranensis.gbk,AAOO_007793|_|GCA_000938975.1_Siranensis.gbk,AAOO_007794|_|GCA_000938975.1_Siranensis.gbk,AAOO_007795|_|GCA_000938975.1_Siranensis.gbk,AAOO_007796|_|GCA_000938975.1_Siranensis.gbk,AAOO_007797|_|GCA_000938975.1_Siranensis.gbk,AAOO_007798|_|GCA_000938975.1_Siranensis.gbk,AAOO_007799|_|GCA_000938975.1_Siranensis.gbk,AAOO_007800|_|GCA_000938975.1_Siranensis.gbk,AAOO_007801|_|GCA_000938975.1_Siranensis.gbk,AAOO_007802|_|GCA_000938975.1_Siranensis.gbk,AAOO_007803|_|GCA_000938975.1_Siranensis.gbk,AAOO_007804|_|GCA_000938975.1_Siranensis.gbk,AAOO_007805|_|GCA_000938975.1_Siranensis.gbk,AAOO_007806|_|GCA_000938975.1_Siranensis.gbk,AAOO_007807|_|GCA_000938975.1_Siranensis.gbk,AAOO_007808|_|GCA_000938975.1_Siranensis.gbk,AAOO_007809|_|GCA_000938975.1_Siranensis.gbk,AAOO_007810|_|GCA_000938975.1_Siranensis.gbk,AAOO_007811|_|GCA_000938975.1_Siranensis.gbk,AAOO_007812|_|GCA_000938975.1_Siranensis.gbk,AAOO_007813|_|GCA_000938975.1_Siranensis.gbk,AAOO_007814|_|GCA_000938975.1_Siranensis.gbk,AAOO_007815|_|GCA_000938975.1_Siranensis.gbk,AAOO_007816|_|GCA_000938975.1_Siranensis.gbk,AAOO_007817|_|GCA_000938975.1_Siranensis.gbk,Gator Focal Window,Gator Focal Score
window_9--GCA_000938975.1_Siranensis.gbff,0.0001537711112940776,0.0003354626279025118,0.0007057596428454757,0.0014319003018691703,0.002801638034848487,0.0052863334371899846,0.009619231244563445,0.016879884148789912,0.02856550078455038,0.04661841532857918,0.0733696513683829,0.11135729894334544,0.16299121800184543,0.2300662989938091,0.31317356153590387,0.4111122905071875,0.5204501210207021,0.6353909887688034,0.7480769491477416,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,0.9820229604678761,0.9300077511714194,0.8493658165683126,0.7480769491477416,0.6353909887688034,0.5204501210207021,0.6353909887688034,0.7480769491477416,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.9820229604678761,0.9300077511714194,0.9300077511714194,0.9820229604678761,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.9300077511714194,0.8493658165683126,0.7480769491477416,0.6353909887688034,0.5204501210207021,0.4111122905071875,0.31317356153590387,0.2300662989938091,0.16299121800184543,0.11135729894334544,0.0733696513683829,0.04661841532857918,0.02856550078455038,0.016879884148789912,0.009619231244563445,0.0052863334371899846,0.002801638034848487,window_9--GCA_000938975.1_Siranensis.gbff,1.0
window_1--GCA_024298985.1_ASM2429898v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0052863334371899846,0.0,0.0,0.02856550078455038,0.04661841532857918,0.0733696513683829,0.11135729894334544,0.16299121800184543,0.2300662989938091,0.31317356153590387,0.4111122905071875,0.5204501210207021,0.6353909887688034,0.7480769491477416,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,0.9820229604678761,0.9300077511714194,0.8493658165683126,0.0,0.6353909887688034,0.5204501210207021,0.6353909887688034,0.7480769491477416,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.9820229604678761,0.9300077511714194,0.9300077511714194,0.9820229604678761,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,1.0,0.0,0.0,0.0,0.7480769491477416,0.6353909887688034,0.5204501210207021,0.4111122905071875,0.31317356153590387,0.0,0.0,0.0,0.0733696513683829,0.04661841532857918,0.02856550078455038,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.8692530656457881
window_11--GCA_003675955.1_ASM367595v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0052863334371899846,0.0,0.0,0.02856550078455038,0.04661841532857918,0.0733696513683829,0.11135729894334544,0.16299121800184543,0.2300662989938091,0.31317356153590387,0.4111122905071875,0.5204501210207021,0.6353909887688034,0.7480769491477416,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,0.9820229604678761,0.9300077511714194,0.8493658165683126,0.0,0.6353909887688034,0.5204501210207021,0.6353909887688034,0.7480769491477416,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.9820229604678761,0.9300077511714194,0.9300077511714194,0.9820229604678761,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,1.0,0.0,0.0,0.0,0.7480769491477416,0.6353909887688034,0.5204501210207021,0.4111122905071875,0.31317356153590387,0.0,0.0,0.0,0.0733696513683829,0.04661841532857918,0.02856550078455038,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.8692530656457881
window_12--GCA_040114435.1_ASM4011443v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0052863334371899846,0.0,0.0,0.02856550078455038,0.04661841532857918,0.0733696513683829,0.11135729894334544,0.16299121800184543,0.2300662989938091,0.31317356153590387,0.4111122905071875,0.5204501210207021,0.6353909887688034,0.7480769491477416,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,0.9820229604678761,0.9300077511714194,0.8493658165683126,0.0,0.6353909887688034,0.5204501210207021,0.6353909887688034,0.7480769491477416,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.9820229604678761,0.9300077511714194,0.9300077511714194,0.9820229604678761,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,1.0,0.0,0.0,0.0,0.7480769491477416,0.6353909887688034,0.5204501210207021,0.4111122905071875,0.31317356153590387,0.0,0.0,0.0,0.0733696513683829,0.04661841532857918,0.02856550078455038,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.8692530656457881
window_15--GCA_024298965.1_ASM2429896v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0052863334371899846,0.0,0.0,0.02856550078455038,0.04661841532857918,0.0733696513683829,0.11135729894334544,0.16299121800184543,0.2300662989938091,0.31317356153590387,0.4111122905071875,0.5204501210207021,0.6353909887688034,0.7480769491477416,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,0.9820229604678761,0.9300077511714194,0.8493658165683126,0.0,0.6353909887688034,0.5204501210207021,0.6353909887688034,0.7480769491477416,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.9820229604678761,0.9300077511714194,0.9300077511714194,0.9820229604678761,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,1.0,0.0,0.0,0.0,0.7480769491477416,0.6353909887688034,0.5204501210207021,0.4111122905071875,0.31317356153590387,0.0,0.0,0.0,0.0733696513683829,0.04661841532857918,0.02856550078455038,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.8692530656457881
window_13--GCA_000418455.1_ASM41845v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0052863334371899846,0.0,0.0,0.02856550078455038,0.04661841532857918,0.0733696513683829,0.11135729894334544,0.16299121800184543,0.2300662989938091,0.31317356153590387,0.4111122905071875,0.5204501210207021,0.0,0.0,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,0.9820229604678761,0.9300077511714194,0.8493658165683126,0.0,0.6353909887688034,0.0,0.0,0.7480769491477416,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.9820229604678761,0.9300077511714194,0.9300077511714194,0.9820229604678761,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,1.0,0.0,0.0,0.0,0.7480769491477416,0.6353909887688034,0.5204501210207021,0.4111122905071875,0.31317356153590387,0.0,0.0,0.0,0.0733696513683829,0.04661841532857918,0.02856550078455038,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.8036705022326064
window_24--GCA_014205315.1_ASM1420531v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0052863334371899846,0.0,0.0,0.02856550078455038,0.04661841532857918,0.0733696513683829,0.11135729894334544,0.16299121800184543,0.2300662989938091,0.31317356153590387,0.4111122905071875,0.5204501210207021,0.6353909887688034,0.7480769491477416,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,0.9820229604678761,0.9300077511714194,0.8493658165683126,0.0,0.6353909887688034,0.5204501210207021,0.6353909887688034,0.7480769491477416,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.9820229604678761,0.9300077511714194,0.9300077511714194,0.9820229604678761,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.7717110051190518
