Gator Windows/Focal Loci,AAOO_007749|_|GCA_000938975.1_Siranensis.gbk,AAOO_007750|_|GCA_000938975.1_Siranensis.gbk,AAOO_007751|_|GCA_000938975.1_Siranensis.gbk,AAOO_007752|_|GCA_000938975.1_Siranensis.gbk,AAOO_007753|_|GCA_000938975.1_Siranensis.gbk,AAOO_007754|_|GCA_000938975.1_Siranensis.gbk,AAOO_007755|_|GCA_000938975.1_Siranensis.gbk,AAOO_007756|_|GCA_000938975.1_Siranensis.gbk,AAOO_007757|_|GCA_000938975.1_Siranensis.gbk,AAOO_007758|_|GCA_000938975.1_Siranensis.gbk,AAOO_007759|_|GCA_000938975.1_Siranensis.gbk,AAOO_007760|_|GCA_000938975.1_Siranensis.gbk,AAOO_007761|_|GCA_000938975.1_Siranensis.gbk,AAOO_007762|_|GCA_000938975.1_Siranensis.gbk,AAOO_007763|_|GCA_000938975.1_Siranensis.gbk,AAOO_007764|_|GCA_000938975.1_Siranensis.gbk,AAOO_007765|_|GCA_000938975.1_Siranensis.gbk,AAOO_007766|_|GCA_000938975.1_Siranensis.gbk,AAOO_007767|_|GCA_000938975.1_Siranensis.gbk,AAOO_007768|_|GCA_000938975.1_Siranensis.gbk,AAOO_007769|_|GCA_000938975.1_Siranensis.gbk,AAOO_007770|_|GCA_000938975.1_Siranensis.gbk,AAOO_007771|_|GCA_000938975.1_Siranensis.gbk,AAOO_007772|_|GCA_000938975.1_Siranensis.gbk,AAOO_007773|_|GCA_000938975.1_Siranensis.gbk,AAOO_007774|_|GCA_000938975.1_Siranensis.gbk,AAOO_007775|_|GCA_000938975.1_Siranensis.gbk,AAOO_007776|_|GCA_000938975.1_Siranensis.gbk,AAOO_007777|_|GCA_000938975.1_Siranensis.gbk,AAOO_007778|_|GCA_000938975.1_Siranensis.gbk,AAOO_007779|_|GCA_000938975.1_Siranensis.gbk,AAOO_007780|_|GCA_000938975.1_Siranensis.gbk,AAOO_007781|_|GCA_000938975.1_Siranensis.gbk,AAOO_007782|_|GCA_000938975.1_Siranensis.gbk,AAOO_007783|_|GCA_000938975.1_Siranensis.gbk,AAOO_007784|_|GCA_000938975.1_Siranensis.gbk,AAOO_007785|_|GCA_000938975.1_Siranensis.gbk,AAOO_007786|_|GCA_000938975.1_Siranensis.gbk,AAOO_007787|_|GCA_000938975.1_Siranensis.gbk,AAOO_007788|_|GCA_000938975.1_Siranensis.gbk,AAOO_007789|_|GCA_000938975.1_Siranensis.gbk,AAOO_007790|_|GCA_000938975.1_Siranensis.gbk,AAOO_007791|_|GCA_000938975.1_Siranensis.gbk,AAOO_007792|_|GCA_000938975.1_Siranensis.gbk,AAOO_007793|_|GCA_000938975.1_Siranensis.gbk,AAOO_007794|_|GCA_000938975.1_Siranensis.gbk,AAOO_007795|_|GCA_000938975.1_Siranensis.gbk,AAOO_007796|_|GCA_000938975.1_Siranensis.gbk,AAOO_007797|_|GCA_000938975.1_Siranensis.gbk,AAOO_007798|_|GCA_000938975.1_Siranensis.gbk,AAOO_007799|_|GCA_000938975.1_Siranensis.gbk,AAOO_007800|_|GCA_000938975.1_Siranensis.gbk,AAOO_007801|_|GCA_000938975.1_Siranensis.gbk,AAOO_007802|_|GCA_000938975.1_Siranensis.gbk,AAOO_007803|_|GCA_000938975.1_Siranensis.gbk,AAOO_007804|_|GCA_000938975.1_Siranensis.gbk,AAOO_007805|_|GCA_000938975.1_Siranensis.gbk,AAOO_007806|_|GCA_000938975.1_Siranensis.gbk,AAOO_007807|_|GCA_000938975.1_Siranensis.gbk,AAOO_007808|_|GCA_000938975.1_Siranensis.gbk,AAOO_007809|_|GCA_000938975.1_Siranensis.gbk,AAOO_007810|_|GCA_000938975.1_Siranensis.gbk,AAOO_007811|_|GCA_000938975.1_Siranensis.gbk,AAOO_007812|_|GCA_000938975.1_Siranensis.gbk,AAOO_007813|_|GCA_000938975.1_Siranensis.gbk,AAOO_007814|_|GCA_000938975.1_Siranensis.gbk,AAOO_007815|_|GCA_000938975.1_Siranensis.gbk,AAOO_007816|_|GCA_000938975.1_Siranensis.gbk,AAOO_007817|_|GCA_000938975.1_Siranensis.gbk,Gator Focal Window,Gator Focal Score
window_29--GCA_025568765.1_ASM2556876v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0052863334371899846,0.0,0.0,0.02856550078455038,0.04661841532857918,0.0733696513683829,0.11135729894334544,0.16299121800184543,0.2300662989938091,0.31317356153590387,0.4111122905071875,0.0,0.6353909887688034,0.7480769491477416,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,0.9820229604678761,0.9300077511714194,0.8493658165683126,0.0,0.6353909887688034,0.5204501210207021,0.6353909887688034,0.0,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.9820229604678761,0.9300077511714194,0.9300077511714194,0.9820229604678761,0.0,1.0,0.0,0.0,0.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.6356411120174131
window_30--GCA_041365895.1_ASM4136589v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0052863334371899846,0.0,0.0,0.02856550078455038,0.04661841532857918,0.0733696513683829,0.11135729894334544,0.16299121800184543,0.2300662989938091,0.31317356153590387,0.4111122905071875,0.0,0.6353909887688034,0.7480769491477416,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,0.9820229604678761,0.9300077511714194,0.8493658165683126,0.0,0.6353909887688034,0.5204501210207021,0.6353909887688034,0.0,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.9820229604678761,0.9300077511714194,0.9300077511714194,0.9820229604678761,0.0,1.0,0.0,0.0,0.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.6356411120174131
window_27--GCA_017874715.1_ASM1787471v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7480769491477416,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.9820229604678761,0.9300077511714194,0.9300077511714194,0.9820229604678761,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.4721060933037281
window_17--GCA_009296025.1_ASM929602v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.0,0.9300077511714194,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3780410315329596
window_3--GCA_015689475.1_ASM1568947v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.0,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3558294691909632
window_5--GCA_006974005.1_ASM697400v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.0,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3558294691909632
window_6--GCA_030122705.1_ASM3012270v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.0,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3558294691909632
window_7--GCA_002591335.1_ASM259133v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.0,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3558294691909632
window_10--GCA_033547115.1_ASM3354711v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.0,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3558294691909632
window_14--GCA_002812405.1_ASM281240v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.0,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3558294691909632
window_22--GCA_002891865.1_ASM289186v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.0,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3558294691909632
window_25--GCA_008033485.2_ASM803348v2.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.0,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3558294691909632
window_28--GCA_040653035.1_ASM4065303v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.0,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3558294691909632
window_4--GCA_003932715.1_ASM393271v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3540217841038021
window_8--GCA_026898115.1_ASM2689811v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3540217841038021
window_16--GCA_007856155.1_ASM785615v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3540217841038021
window_18--GCA_031679605.1_ASM3167960v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3540217841038021
window_19--GCA_008704495.1_ASM870449v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3540217841038021
window_20--GCA_000297155.3_ASM29715v3.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3540217841038021
window_21--GCA_016919685.1_ASM1691968v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3540217841038021
window_23--GCA_004295505.1_ASM429550v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3540217841038021
window_26--GCA_009862825.1_ASM986282v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.9300077511714194,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3540217841038021
window_2--GCA_021233395.1_ASM2123339v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493658165683126,0.0,0.9820229604678761,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9820229604678761,0.9820229604678761,1.0,0.9820229604678761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_9--GCA_000938975.1_Siranensis.gbff,0.3300025366746445
